Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
平均每人民間消費支出、當期價格N.T.元,1997,Y,原始值,219234
平均每人民間消費支出、當期價格N.T.元,1997,Y,年增率(%),7.52
平均每人民間消費支出、當期價格N.T.元,1998,Y,原始值,234303
平均每人民間消費支出、當期價格N.T.元,1998,Y,年增率(%),6.87
平均每人民間消費支出、當期價格N.T.元,1999,Y,原始值,245064
平均每人民間消費支出、當期價格N.T.元,1999,Y,年增率(%),4.59
平均每人民間消費支出、當期價格N.T.元,2000,Y,原始值,257199
平均每人民間消費支出、當期價格N.T.元,2000,Y,年增率(%),4.95
平均每人民間消費支出、當期價格N.T.元,2001,Y,原始值,257619
平均每人民間消費支出、當期價格N.T.元,2001,Y,年增率(%),0.16
平均每人民間消費支出、當期價格N.T.元,2002,Y,原始值,264992
平均每人民間消費支出、當期價格N.T.元,2002,Y,年增率(%),2.86
平均每人民間消費支出、當期價格N.T.元,2003,Y,原始值,270289
平均每人民間消費支出、當期價格N.T.元,2003,Y,年增率(%),2
平均每人民間消費支出、當期價格N.T.元,2004,Y,原始值,286490
平均每人民間消費支出、當期價格N.T.元,2004,Y,年增率(%),5.99
平均每人民間消費支出、當期價格N.T.元,2005,Y,原始值,298293
平均每人民間消費支出、當期價格N.T.元,2005,Y,年增率(%),4.12
平均每人民間消費支出、當期價格N.T.元,2006,Y,原始值,304188
平均每人民間消費支出、當期價格N.T.元,2006,Y,年增率(%),1.98
平均每人民間消費支出、當期價格N.T.元,2007,Y,原始值,313787
平均每人民間消費支出、當期價格N.T.元,2007,Y,年增率(%),3.16
平均每人民間消費支出、當期價格N.T.元,2008,Y,原始值,315264
平均每人民間消費支出、當期價格N.T.元,2008,Y,年增率(%),0.47
平均每人民間消費支出、當期價格N.T.元,2009,Y,原始值,310358
平均每人民間消費支出、當期價格N.T.元,2009,Y,年增率(%),-1.56
平均每人民間消費支出、當期價格N.T.元,2010,Y,原始值,323280
平均每人民間消費支出、當期價格N.T.元,2010,Y,年增率(%),4.16
平均每人民間消費支出、當期價格N.T.元,2011,Y,原始值,335222
平均每人民間消費支出、當期價格N.T.元,2011,Y,年增率(%),3.69
平均每人民間消費支出、當期價格N.T.元,2012,Y,原始值,344466
平均每人民間消費支出、當期價格N.T.元,2012,Y,年增率(%),2.76
平均每人民間消費支出、當期價格N.T.元,2013,Y,原始值,353073
平均每人民間消費支出、當期價格N.T.元,2013,Y,年增率(%),2.5
平均每人民間消費支出、當期價格N.T.元,2014,Y,原始值,367586
平均每人民間消費支出、當期價格N.T.元,2014,Y,年增率(%),4.11
平均每人民間消費支出、當期價格N.T.元,2015,Y,原始值,374530
平均每人民間消費支出、當期價格N.T.元,2015,Y,年增率(%),1.89
平均每人民間消費支出、當期價格N.T.元,2016,Y,原始值,386209
平均每人民間消費支出、當期價格N.T.元,2016,Y,年增率(%),3.12
平均每人民間消費支出、當期價格N.T.元,2017,Y,原始值,395902
平均每人民間消費支出、當期價格N.T.元,2017,Y,年增率(%),2.51
平均每人民間消費支出、當期價格N.T.元,2018,Y,原始值,407568
平均每人民間消費支出、當期價格N.T.元,2018,Y,年增率(%),2.95
平均每人民間消費支出、當期價格N.T.元,2019,Y,原始值,418844
平均每人民間消費支出、當期價格N.T.元,2019,Y,年增率(%),2.77
平均每人民間消費支出、當期價格N.T.元,2020,Y,原始值,407134
平均每人民間消費支出、當期價格N.T.元,2020,Y,年增率(%),-2.8
平均每人民間消費支出、當期價格N.T.元,2021,Y,原始值,413574
平均每人民間消費支出、當期價格N.T.元,2021,Y,年增率(%),1.58
平均每人民間消費支出、當期價格N.T.元,2022,Y,原始值,444329
平均每人民間消費支出、當期價格N.T.元,2022,Y,年增率(%),7.44
平均每人民間消費支出、當期價格U.S.元,1951,Y,原始值,112
平均每人民間消費支出、當期價格U.S.元,1951,Y,年增率(%),
平均每人民間消費支出、當期價格U.S.元,1952,Y,原始值,154
平均每人民間消費支出、當期價格U.S.元,1952,Y,年增率(%),37.5
平均每人民間消費支出、當期價格U.S.元,1953,Y,原始值,135
平均每人民間消費支出、當期價格U.S.元,1953,Y,年增率(%),-12.34
平均每人民間消費支出、當期價格U.S.元,1954,Y,原始值,140
平均每人民間消費支出、當期價格U.S.元,1954,Y,年增率(%),3.7
平均每人民間消費支出、當期價格U.S.元,1955,Y,原始值,156
平均每人民間消費支出、當期價格U.S.元,1955,Y,年增率(%),11.43
平均每人民間消費支出、當期價格U.S.元,1956,Y,原始值,106
平均每人民間消費支出、當期價格U.S.元,1956,Y,年增率(%),-32.05
平均每人民間消費支出、當期價格U.S.元,1957,Y,原始值,118
平均每人民間消費支出、當期價格U.S.元,1957,Y,年增率(%),11.32
平均每人民間消費支出、當期價格U.S.元,1958,Y,原始值,127
平均每人民間消費支出、當期價格U.S.元,1958,Y,年增率(%),7.63
平均每人民間消費支出、當期價格U.S.元,1959,Y,原始值,96
平均每人民間消費支出、當期價格U.S.元,1959,Y,年增率(%),-24.41
平均每人民間消費支出、當期價格U.S.元,1960,Y,原始值,110
平均每人民間消費支出、當期價格U.S.元,1960,Y,年增率(%),14.58
平均每人民間消費支出、當期價格U.S.元,1961,Y,原始值,108
平均每人民間消費支出、當期價格U.S.元,1961,Y,年增率(%),-1.82
平均每人民間消費支出、當期價格U.S.元,1962,Y,原始值,115
平均每人民間消費支出、當期價格U.S.元,1962,Y,年增率(%),6.48
平均每人民間消費支出、當期價格U.S.元,1963,Y,原始值,119
平均每人民間消費支出、當期價格U.S.元,1963,Y,年增率(%),3.48
平均每人民間消費支出、當期價格U.S.元,1964,Y,原始值,133
平均每人民間消費支出、當期價格U.S.元,1964,Y,年增率(%),11.76
平均每人民間消費支出、當期價格U.S.元,1965,Y,原始值,144
平均每人民間消費支出、當期價格U.S.元,1965,Y,年增率(%),8.27
平均每人民間消費支出、當期價格U.S.元,1966,Y,原始值,151
平均每人民間消費支出、當期價格U.S.元,1966,Y,年增率(%),4.86
平均每人民間消費支出、當期價格U.S.元,1967,Y,原始值,167
平均每人民間消費支出、當期價格U.S.元,1967,Y,年增率(%),10.6
平均每人民間消費支出、當期價格U.S.元,1968,Y,原始值,190
平均每人民間消費支出、當期價格U.S.元,1968,Y,年增率(%),13.77
平均每人民間消費支出、當期價格U.S.元,1969,Y,原始值,205
平均每人民間消費支出、當期價格U.S.元,1969,Y,年增率(%),7.89
平均每人民間消費支出、當期價格U.S.元,1970,Y,原始值,222
平均每人民間消費支出、當期價格U.S.元,1970,Y,年增率(%),8.29
平均每人民間消費支出、當期價格U.S.元,1971,Y,原始值,242
平均每人民間消費支出、當期價格U.S.元,1971,Y,年增率(%),9.01
平均每人民間消費支出、當期價格U.S.元,1972,Y,原始值,274
平均每人民間消費支出、當期價格U.S.元,1972,Y,年增率(%),13.22
平均每人民間消費支出、當期價格U.S.元,1973,Y,原始值,354
平均每人民間消費支出、當期價格U.S.元,1973,Y,年增率(%),29.2
平均每人民間消費支出、當期價格U.S.元,1974,Y,原始值,506
平均每人民間消費支出、當期價格U.S.元,1974,Y,年增率(%),42.94
平均每人民間消費支出、當期價格U.S.元,1975,Y,原始值,558
平均每人民間消費支出、當期價格U.S.元,1975,Y,年增率(%),10.28
平均每人民間消費支出、當期價格U.S.元,1976,Y,原始值,600
平均每人民間消費支出、當期價格U.S.元,1976,Y,年增率(%),7.53
平均每人民間消費支出、當期價格U.S.元,1977,Y,原始值,681
平均每人民間消費支出、當期價格U.S.元,1977,Y,年增率(%),13.5
平均每人民間消費支出、當期價格U.S.元,1978,Y,原始值,801
平均每人民間消費支出、當期價格U.S.元,1978,Y,年增率(%),17.62
平均每人民間消費支出、當期價格U.S.元,1979,Y,原始值,981
平均每人民間消費支出、當期價格U.S.元,1979,Y,年增率(%),22.47
平均每人民間消費支出、當期價格U.S.元,1980,Y,原始值,1220
平均每人民間消費支出、當期價格U.S.元,1980,Y,年增率(%),24.36
平均每人民間消費支出、當期價格U.S.元,1981,Y,原始值,1397
平均每人民間消費支出、當期價格U.S.元,1981,Y,年增率(%),14.51
平均每人民間消費支出、當期價格U.S.元,1982,Y,原始值,1398
平均每人民間消費支出、當期價格U.S.元,1982,Y,年增率(%),0.07
平均每人民間消費支出、當期價格U.S.元,1983,Y,原始值,1453
平均每人民間消費支出、當期價格U.S.元,1983,Y,年增率(%),3.93
平均每人民間消費支出、當期價格U.S.元,1984,Y,原始值,1584
平均每人民間消費支出、當期價格U.S.元,1984,Y,年增率(%),9.02
平均每人民間消費支出、當期價格U.S.元,1985,Y,原始值,1646
平均每人民間消費支出、當期價格U.S.元,1985,Y,年增率(%),3.91
平均每人民間消費支出、當期價格U.S.元,1986,Y,原始值,1854
平均每人民間消費支出、當期價格U.S.元,1986,Y,年增率(%),12.64
平均每人民間消費支出、當期價格U.S.元,1987,Y,原始值,2456
平均每人民間消費支出、當期價格U.S.元,1987,Y,年增率(%),32.47
平均每人民間消費支出、當期價格U.S.元,1988,Y,原始值,3116
平均每人民間消費支出、當期價格U.S.元,1988,Y,年增率(%),26.87
平均每人民間消費支出、當期價格U.S.元,1989,Y,原始值,3937
平均每人民間消費支出、當期價格U.S.元,1989,Y,年增率(%),26.35
平均每人民間消費支出、當期價格U.S.元,1990,Y,原始值,4294
平均每人民間消費支出、當期價格U.S.元,1990,Y,年增率(%),9.07
平均每人民間消費支出、當期價格U.S.元,1991,Y,原始值,4768
平均每人民間消費支出、當期價格U.S.元,1991,Y,年增率(%),11.04
平均每人民間消費支出、當期價格U.S.元,1992,Y,原始值,5701
平均每人民間消費支出、當期價格U.S.元,1992,Y,年增率(%),19.57
平均每人民間消費支出、當期價格U.S.元,1993,Y,原始值,5986
平均每人民間消費支出、當期價格U.S.元,1993,Y,年增率(%),5
平均每人民間消費支出、當期價格U.S.元,1994,Y,原始值,6658
平均每人民間消費支出、當期價格U.S.元,1994,Y,年增率(%),11.23
平均每人民間消費支出、當期價格U.S.元,1995,Y,原始值,7045
平均每人民間消費支出、當期價格U.S.元,1995,Y,年增率(%),5.81
平均每人民間消費支出、當期價格U.S.元,1996,Y,原始值,7426
平均每人民間消費支出、當期價格U.S.元,1996,Y,年增率(%),5.41
平均每人民間消費支出、當期價格U.S.元,1997,Y,原始值,7639
平均每人民間消費支出、當期價格U.S.元,1997,Y,年增率(%),2.87
平均每人民間消費支出、當期價格U.S.元,1998,Y,原始值,7002
平均每人民間消費支出、當期價格U.S.元,1998,Y,年增率(%),-8.34
平均每人民間消費支出、當期價格U.S.元,1999,Y,原始值,7594
平均每人民間消費支出、當期價格U.S.元,1999,Y,年增率(%),8.45
平均每人民間消費支出、當期價格U.S.元,2000,Y,原始值,8236
平均每人民間消費支出、當期價格U.S.元,2000,Y,年增率(%),8.45
平均每人民間消費支出、當期價格U.S.元,2001,Y,原始值,7620
平均每人民間消費支出、當期價格U.S.元,2001,Y,年增率(%),-7.48
平均每人民間消費支出、當期價格U.S.元,2002,Y,原始值,7663
平均每人民間消費支出、當期價格U.S.元,2002,Y,年增率(%),0.56
平均每人民間消費支出、當期價格U.S.元,2003,Y,原始值,7853
平均每人民間消費支出、當期價格U.S.元,2003,Y,年增率(%),2.48
平均每人民間消費支出、當期價格U.S.元,2004,Y,原始值,8570
平均每人民間消費支出、當期價格U.S.元,2004,Y,年增率(%),9.13
平均每人民間消費支出、當期價格U.S.元,2005,Y,原始值,9270
平均每人民間消費支出、當期價格U.S.元,2005,Y,年增率(%),8.17
平均每人民間消費支出、當期價格U.S.元,2006,Y,原始值,9351
平均每人民間消費支出、當期價格U.S.元,2006,Y,年增率(%),0.87
平均每人民間消費支出、當期價格U.S.元,2007,Y,原始值,9555
平均每人民間消費支出、當期價格U.S.元,2007,Y,年增率(%),2.18
平均每人民間消費支出、當期價格U.S.元,2008,Y,原始值,9996
平均每人民間消費支出、當期價格U.S.元,2008,Y,年增率(%),4.62
平均每人民間消費支出、當期價格U.S.元,2009,Y,原始值,9388
平均每人民間消費支出、當期價格U.S.元,2009,Y,年增率(%),-6.08
平均每人民間消費支出、當期價格U.S.元,2010,Y,原始值,10214
平均每人民間消費支出、當期價格U.S.元,2010,Y,年增率(%),8.8
平均每人民間消費支出、當期價格U.S.元,2011,Y,原始值,11375
平均每人民間消費支出、當期價格U.S.元,2011,Y,年增率(%),11.37
平均每人民間消費支出、當期價格U.S.元,2012,Y,原始值,11630
平均每人民間消費支出、當期價格U.S.元,2012,Y,年增率(%),2.24
平均每人民間消費支出、當期價格U.S.元,2013,Y,原始值,11860
平均每人民間消費支出、當期價格U.S.元,2013,Y,年增率(%),1.98
平均每人民間消費支出、當期價格U.S.元,2014,Y,原始值,12104
平均每人民間消費支出、當期價格U.S.元,2014,Y,年增率(%),2.06
平均每人民間消費支出、當期價格U.S.元,2015,Y,原始值,11737
平均每人民間消費支出、當期價格U.S.元,2015,Y,年增率(%),-3.03
平均每人民間消費支出、當期價格U.S.元,2016,Y,原始值,11946
平均每人民間消費支出、當期價格U.S.元,2016,Y,年增率(%),1.78
平均每人民間消費支出、當期價格U.S.元,2017,Y,原始值,13006
平均每人民間消費支出、當期價格U.S.元,2017,Y,年增率(%),8.87
平均每人民間消費支出、當期價格U.S.元,2018,Y,原始值,13514
平均每人民間消費支出、當期價格U.S.元,2018,Y,年增率(%),3.91
平均每人民間消費支出、當期價格U.S.元,2019,Y,原始值,13542
平均每人民間消費支出、當期價格U.S.元,2019,Y,年增率(%),0.21
平均每人民間消費支出、當期價格U.S.元,2020,Y,原始值,13764
平均每人民間消費支出、當期價格U.S.元,2020,Y,年增率(%),1.64
平均每人民間消費支出、當期價格U.S.元,2021,Y,原始值,14760
平均每人民間消費支出、當期價格U.S.元,2021,Y,年增率(%),7.24
平均每人民間消費支出、當期價格U.S.元,2022,Y,原始值,14905
平均每人民間消費支出、當期價格U.S.元,2022,Y,年增率(%),0.98
